,year,state_short,state_long,indicator,value
17174,2000,IA,Iowa,Masters Total,836
17175,2000,IA,Iowa,Other Total,1295
17176,2000,IA,Iowa,PhD Total,86
17177,2000,IA,Iowa,SPED Total,127
17178,2000,IA,Iowa,State Total,3270
17179,2000,IA,Iowa,STEM Total,196
17193,2000,ID,Idaho,Bachelor Total,790
17194,2000,ID,Idaho,Elementary Total,406
17195,2000,ID,Idaho,Masters Total,477
17196,2000,ID,Idaho,Other Total,780
17197,2000,ID,Idaho,PhD Total,46
17198,2000,ID,Idaho,SPED Total,34
17199,2000,ID,Idaho,State Total,1313
17200,2000,ID,Idaho,STEM Total,93
17214,2000,IL,Illinois,Bachelor Total,6263
17215,2000,IL,Illinois,Elementary Total,4148
17216,2000,IL,Illinois,Masters Total,7032
17217,2000,IL,Illinois,Other Total,7130
17218,2000,IL,Illinois,PhD Total,298
17219,2000,IL,Illinois,SPED Total,1188
17220,2000,IL,Illinois,State Total,13593
17221,2000,IL,Illinois,STEM Total,1127
17235,2000,IN,Indiana,Bachelor Total,4164
17236,2000,IN,Indiana,Elementary Total,2505
17237,2000,IN,Indiana,Masters Total,2042
17238,2000,IN,Indiana,Other Total,3294
17239,2000,IN,Indiana,PhD Total,172
17240,2000,IN,Indiana,SPED Total,311
17241,2000,IN,Indiana,State Total,6378
17242,2000,IN,Indiana,STEM Total,268
17256,2000,KS,Kansas,Bachelor Total,1676
17257,2000,KS,Kansas,Elementary Total,1138
17258,2000,KS,Kansas,Masters Total,1282
17259,2000,KS,Kansas,Other Total,1592
17260,2000,KS,Kansas,PhD Total,77
17261,2000,KS,Kansas,SPED Total,232
17262,2000,KS,Kansas,State Total,3035
17263,2000,KS,Kansas,STEM Total,73
17277,2000,KY,Kentucky,Bachelor Total,1963
17278,2000,KY,Kentucky,Elementary Total,1558
17279,2000,KY,Kentucky,Masters Total,2008
17280,2000,KY,Kentucky,Other Total,2069
17281,2000,KY,Kentucky,PhD Total,62
17282,2000,KY,Kentucky,SPED Total,255
17283,2000,KY,Kentucky,State Total,4033
17284,2000,KY,Kentucky,STEM Total,151
17298,2000,LA,Louisiana,Bachelor Total,2421
17299,2000,LA,Louisiana,Elementary Total,1296
17300,2000,LA,Louisiana,Masters Total,1377
17301,2000,LA,Louisiana,Other Total,2236
17302,2000,LA,Louisiana,PhD Total,93
17303,2000,LA,Louisiana,SPED Total,244
17304,2000,LA,Louisiana,State Total,3891
17305,2000,LA,Louisiana,STEM Total,115
17319,2000,MA,Massachusetts,Bachelor Total,1922
17320,2000,MA,Massachusetts,Elementary Total,1470
17321,2000,MA,Massachusetts,Masters Total,6783
17322,2000,MA,Massachusetts,Other Total,6032
17323,2000,MA,Massachusetts,PhD Total,214
17324,2000,MA,Massachusetts,SPED Total,650
17325,2000,MA,Massachusetts,State Total,8919
17326,2000,MA,Massachusetts,STEM Total,767
17340,2000,MD,Maryland,Bachelor Total,1312
17341,2000,MD,Maryland,Elementary Total,987
17342,2000,MD,Maryland,Masters Total,2432
17343,2000,MD,Maryland,Other Total,2387
17344,2000,MD,Maryland,PhD Total,78
17345,2000,MD,Maryland,SPED Total,373
17346,2000,MD,Maryland,State Total,3822
17347,2000,MD,Maryland,STEM Total,75
17361,2000,ME,Maine,Bachelor Total,601
17362,2000,ME,Maine,Elementary Total,352
17363,2000,ME,Maine,Masters Total,475
17364,2000,ME,Maine,Other Total,604
17365,2000,ME,Maine,PhD Total,8
17366,2000,ME,Maine,SPED Total,73
17367,2000,ME,Maine,State Total,1084
17368,2000,ME,Maine,STEM Total,55
17382,2000,MI,Michigan,Bachelor Total,4090
17383,2000,MI,Michigan,Elementary Total,2439
17384,2000,MI,Michigan,Masters Total,6064
17385,2000,MI,Michigan,Other Total,6303
17386,2000,MI,Michigan,PhD Total,162
17387,2000,MI,Michigan,SPED Total,897
17388,2000,MI,Michigan,State Total,10316
17389,2000,MI,Michigan,STEM Total,677
17403,2000,MN,Minnesota,Bachelor Total,2890
17404,2000,MN,Minnesota,Elementary Total,1579
17405,2000,MN,Minnesota,Masters Total,2891
17406,2000,MN,Minnesota,Other Total,3729
17407,2000,MN,Minnesota,PhD Total,117
17408,2000,MN,Minnesota,SPED Total,385
17409,2000,MN,Minnesota,State Total,5898
17410,2000,MN,Minnesota,STEM Total,205
17424,2000,MO,Missouri,Bachelor Total,3312
17425,2000,MO,Missouri,Elementary Total,2138
17426,2000,MO,Missouri,Masters Total,3008
17427,2000,MO,Missouri,Other Total,3860
17428,2000,MO,Missouri,PhD Total,134
17429,2000,MO,Missouri,SPED Total,303
17430,2000,MO,Missouri,State Total,6454
17431,2000,MO,Missouri,STEM Total,153
17445,2000,MS,Mississippi,Bachelor Total,1633
17446,2000,MS,Mississippi,Elementary Total,1208
17447,2000,MS,Mississippi,Masters Total,1442
17448,2000,MS,Mississippi,Other Total,1648
17449,2000,MS,Mississippi,PhD Total,117
17450,2000,MS,Mississippi,SPED Total,212
17451,2000,MS,Mississippi,State Total,3192
17452,2000,MS,Mississippi,STEM Total,124
17466,2000,MT,Montana,Bachelor Total,705
17467,2000,MT,Montana,Elementary Total,410
17468,2000,MT,Montana,Masters Total,235
17469,2000,MT,Montana,Other Total,445
17470,2000,MT,Montana,PhD Total,23
17471,2000,MT,Montana,SPED Total,52
17472,2000,MT,Montana,State Total,963
17473,2000,MT,Montana,STEM Total,56
17474,2000,NAT,National Total,Bachelor Total,108012
17475,2000,NAT,National Total,Elementary Total,70591
17476,2000,NAT,National Total,Masters Total,122392
17477,2000,NAT,National Total,Other Total,132973
17478,2000,NAT,National Total,PhD Total,6354
17479,2000,NAT,National Total,SPED Total,21653
17480,2000,NAT,National Total,State Total,236758
17481,2000,NAT,National Total,STEM Total,11541
17495,2000,NC,North Carolina,Bachelor Total,2876
17496,2000,NC,North Carolina,Elementary Total,1724
17497,2000,NC,North Carolina,Masters Total,1975
17498,2000,NC,North Carolina,Other Total,2503
17499,2000,NC,North Carolina,PhD Total,149
17500,2000,NC,North Carolina,SPED Total,430
17501,2000,NC,North Carolina,State Total,5000
17502,2000,NC,North Carolina,STEM Total,343
17516,2000,ND,North Dakota,Bachelor Total,719
17517,2000,ND,North Dakota,Elementary Total,428
17518,2000,ND,North Dakota,Masters Total,235
17519,2000,ND,North Dakota,Other Total,384
17520,2000,ND,North Dakota,PhD Total,13
17521,2000,ND,North Dakota,SPED Total,83
17522,2000,ND,North Dakota,State Total,967
17523,2000,ND,North Dakota,STEM Total,72
17537,2000,NE,Nebraska,Bachelor Total,1436
17538,2000,NE,Nebraska,Elementary Total,828
17539,2000,NE,Nebraska,Masters Total,824
17540,2000,NE,Nebraska,Other Total,1205
17541,2000,NE,Nebraska,PhD Total,52
17542,2000,NE,Nebraska,SPED Total,183
17543,2000,NE,Nebraska,State Total,2312
17544,2000,NE,Nebraska,STEM Total,96
17558,2000,NH,New Hampshire,Bachelor Total,533
17559,2000,NH,New Hampshire,Elementary Total,458
17560,2000,NH,New Hampshire,Masters Total,634
17561,2000,NH,New Hampshire,Other Total,604
17562,2000,NH,New Hampshire,PhD Total,8
17563,2000,NH,New Hampshire,SPED Total,93
17564,2000,NH,New Hampshire,State Total,1175
17565,2000,NH,New Hampshire,STEM Total,20
17579,2000,NJ,New Jersey,Bachelor Total,2187
17580,2000,NJ,New Jersey,Elementary Total,1157
17581,2000,NJ,New Jersey,Masters Total,2464
17582,2000,NJ,New Jersey,Other Total,2444
17583,2000,NJ,New Jersey,PhD Total,50
17584,2000,NJ,New Jersey,SPED Total,942
17585,2000,NJ,New Jersey,State Total,4701
17586,2000,NJ,New Jersey,STEM Total,158
17600,2000,NM,New Mexico,Bachelor Total,1048
17601,2000,NM,New Mexico,Elementary Total,723
17602,2000,NM,New Mexico,Masters Total,785
17603,2000,NM,New Mexico,Other Total,946
17604,2000,NM,New Mexico,PhD Total,80
17605,2000,NM,New Mexico,SPED Total,180
17606,2000,NM,New Mexico,State Total,1913
17607,2000,NM,New Mexico,STEM Total,64
17621,2000,NV,Nevada,Bachelor Total,689
17622,2000,NV,Nevada,Elementary Total,380
17623,2000,NV,Nevada,Masters Total,628
17624,2000,NV,Nevada,Other Total,668
17625,2000,NV,Nevada,PhD Total,24
17626,2000,NV,Nevada,SPED Total,283
17627,2000,NV,Nevada,State Total,1341
17628,2000,NV,Nevada,STEM Total,10
17642,2000,NY,New York,Bachelor Total,8012
17643,2000,NY,New York,Elementary Total,6865
17644,2000,NY,New York,Masters Total,14581
17645,2000,NY,New York,Other Total,10809
17646,2000,NY,New York,PhD Total,334
17647,2000,NY,New York,SPED Total,3889
17648,2000,NY,New York,State Total,22927
17649,2000,NY,New York,STEM Total,1364
17663,2000,OH,Ohio,Bachelor Total,6087
17664,2000,OH,Ohio,Elementary Total,3943
17665,2000,OH,Ohio,Masters Total,5235
17666,2000,OH,Ohio,Other Total,6185
17667,2000,OH,Ohio,PhD Total,368
17668,2000,OH,Ohio,SPED Total,893
17669,2000,OH,Ohio,State Total,11690
17670,2000,OH,Ohio,STEM Total,669
17684,2000,OK,Oklahoma,Bachelor Total,2062
17685,2000,OK,Oklahoma,Elementary Total,1065
17686,2000,OK,Oklahoma,Masters Total,1248
17687,2000,OK,Oklahoma,Other Total,1983
17688,2000,OK,Oklahoma,PhD Total,72
17689,2000,OK,Oklahoma,SPED Total,148
17690,2000,OK,Oklahoma,State Total,3382
17691,2000,OK,Oklahoma,STEM Total,186
17705,2000,OR,Oregon,Bachelor Total,686
17706,2000,OR,Oregon,Elementary Total,385
17707,2000,OR,Oregon,Masters Total,1934
17708,2000,OR,Oregon,Other Total,1959
17709,2000,OR,Oregon,PhD Total,43
17710,2000,OR,Oregon,SPED Total,173
17711,2000,OR,Oregon,State Total,2663
17712,2000,OR,Oregon,STEM Total,146
17726,2000,PA,Pennsylvania,Bachelor Total,7413
17727,2000,PA,Pennsylvania,Elementary Total,5059
17728,2000,PA,Pennsylvania,Masters Total,5184
17729,2000,PA,Pennsylvania,Other Total,6015
17730,2000,PA,Pennsylvania,PhD Total,362
17731,2000,PA,Pennsylvania,SPED Total,1399
17732,2000,PA,Pennsylvania,State Total,12959
17733,2000,PA,Pennsylvania,STEM Total,486
17747,2000,RI,Rhode Island,Bachelor Total,654
17748,2000,RI,Rhode Island,Elementary Total,262
17749,2000,RI,Rhode Island,Masters Total,509
17750,2000,RI,Rhode Island,Other Total,557
17751,2000,RI,Rhode Island,PhD Total,21
17752,2000,RI,Rhode Island,SPED Total,303
17753,2000,RI,Rhode Island,State Total,1184
17754,2000,RI,Rhode Island,STEM Total,62
17768,2000,SC,South Carolina,Bachelor Total,1871
17769,2000,SC,South Carolina,Elementary Total,1402
17770,2000,SC,South Carolina,Masters Total,1457
17771,2000,SC,South Carolina,Other Total,1526
17772,2000,SC,South Carolina,PhD Total,91
17773,2000,SC,South Carolina,SPED Total,364
17774,2000,SC,South Carolina,State Total,3419
17775,2000,SC,South Carolina,STEM Total,127
17789,2000,SD,South Dakota,Bachelor Total,695
17790,2000,SD,South Dakota,Elementary Total,407
17791,2000,SD,South Dakota,Masters Total,252
17792,2000,SD,South Dakota,Other Total,454
17793,2000,SD,South Dakota,PhD Total,45
17794,2000,SD,South Dakota,SPED Total,89
17795,2000,SD,South Dakota,State Total,992
17796,2000,SD,South Dakota,STEM Total,42
17810,2000,TN,Tennessee,Bachelor Total,1439
17811,2000,TN,Tennessee,Elementary Total,586
17812,2000,TN,Tennessee,Masters Total,2794
17813,2000,TN,Tennessee,Other Total,3270
17814,2000,TN,Tennessee,PhD Total,159
17815,2000,TN,Tennessee,SPED Total,364
17816,2000,TN,Tennessee,State Total,4392
17817,2000,TN,Tennessee,STEM Total,172
17831,2000,TX,Texas,Bachelor Total,2923
17832,2000,TX,Texas,Elementary Total,1545
17833,2000,TX,Texas,Masters Total,5377
17834,2000,TX,Texas,Other Total,6274
17835,2000,TX,Texas,PhD Total,402
17836,2000,TX,Texas,SPED Total,482
17837,2000,TX,Texas,State Total,8702
17838,2000,TX,Texas,STEM Total,401
17852,2000,UT,Utah,Bachelor Total,1875
17853,2000,UT,Utah,Elementary Total,1034
17854,2000,UT,Utah,Masters Total,652
17855,2000,UT,Utah,Other Total,1213
17856,2000,UT,Utah,PhD Total,36
17857,2000,UT,Utah,SPED Total,160
17858,2000,UT,Utah,State Total,2563
17859,2000,UT,Utah,STEM Total,156
17873,2000,VA,Virginia,Bachelor Total,870
17874,2000,VA,Virginia,Elementary Total,564
17875,2000,VA,Virginia,Masters Total,3346
17876,2000,VA,Virginia,Other Total,3420
17877,2000,VA,Virginia,PhD Total,206
17878,2000,VA,Virginia,SPED Total,331
17879,2000,VA,Virginia,State Total,4422
17880,2000,VA,Virginia,STEM Total,107
17894,2000,VT,Vermont,Bachelor Total,281
17895,2000,VT,Vermont,Elementary Total,195
17896,2000,VT,Vermont,Masters Total,396
17897,2000,VT,Vermont,Other Total,441
17898,2000,VT,Vermont,PhD Total,18
17899,2000,VT,Vermont,SPED Total,50
17900,2000,VT,Vermont,State Total,695
17901,2000,VT,Vermont,STEM Total,9
17915,2000,WA,Washington,Bachelor Total,1742
17916,2000,WA,Washington,Elementary Total,624
17917,2000,WA,Washington,Masters Total,2697
17918,2000,WA,Washington,Other Total,3253
17919,2000,WA,Washington,PhD Total,73
17920,2000,WA,Washington,SPED Total,245
17921,2000,WA,Washington,State Total,4512
17922,2000,WA,Washington,STEM Total,390
17936,2000,WI,Wisconsin,Bachelor Total,2609
17937,2000,WI,Wisconsin,Elementary Total,1421
17938,2000,WI,Wisconsin,Masters Total,2200
17939,2000,WI,Wisconsin,Other Total,2970
17940,2000,WI,Wisconsin,PhD Total,91
17941,2000,WI,Wisconsin,SPED Total,338
17942,2000,WI,Wisconsin,State Total,4900
17943,2000,WI,Wisconsin,STEM Total,171
17957,2000,WV,West Virginia,Bachelor Total,959
17958,2000,WV,West Virginia,Elementary Total,538
17959,2000,WV,West Virginia,Masters Total,858
17960,2000,WV,West Virginia,Other Total,1082
17961,2000,WV,West Virginia,PhD Total,31
17962,2000,WV,West Virginia,SPED Total,183
17963,2000,WV,West Virginia,State Total,1848
17964,2000,WV,West Virginia,STEM Total,45
17978,2000,WY,Wyoming,Bachelor Total,318
17979,2000,WY,Wyoming,Elementary Total,170
17980,2000,WY,Wyoming,Masters Total,75
17981,2000,WY,Wyoming,Other Total,212
17982,2000,WY,Wyoming,PhD Total,18
17983,2000,WY,Wyoming,SPED Total,24
17984,2000,WY,Wyoming,State Total,411
17985,2000,WY,Wyoming,STEM Total,5
17999,2001,AK,Alaska,Bachelor Total,158
18000,2001,AK,Alaska,Elementary Total,108
18001,2001,AK,Alaska,Masters Total,131
18002,2001,AK,Alaska,Other Total,168
18003,2001,AK,Alaska,PhD Total,0
18004,2001,AK,Alaska,SPED Total,13
18005,2001,AK,Alaska,State Total,289
18006,2001,AK,Alaska,STEM Total,0
18020,2001,AL,Alabama,Bachelor Total,3029
18021,2001,AL,Alabama,Elementary Total,2491
18022,2001,AL,Alabama,Masters Total,2598
18023,2001,AL,Alabama,Other Total,2647
18024,2001,AL,Alabama,PhD Total,93
18025,2001,AL,Alabama,SPED Total,438
18026,2001,AL,Alabama,State Total,5720
18027,2001,AL,Alabama,STEM Total,144
18041,2001,AR,Arkansas,Bachelor Total,1490
18042,2001,AR,Arkansas,Elementary Total,1061
18043,2001,AR,Arkansas,Masters Total,912
18044,2001,AR,Arkansas,Other Total,1036
18045,2001,AR,Arkansas,PhD Total,57
18046,2001,AR,Arkansas,SPED Total,172
18047,2001,AR,Arkansas,State Total,2459
18048,2001,AR,Arkansas,STEM Total,190
18062,2001,AZ,Arizona,Bachelor Total,2191
18063,2001,AZ,Arizona,Elementary Total,1834
18064,2001,AZ,Arizona,Masters Total,3362
18065,2001,AZ,Arizona,Other Total,3334
18066,2001,AZ,Arizona,PhD Total,141
18067,2001,AZ,Arizona,SPED Total,411
18068,2001,AZ,Arizona,State Total,5694
18069,2001,AZ,Arizona,STEM Total,115
18083,2001,CA, California,Bachelor Total,4120
18084,2001,CA, California,Elementary Total,2242
18085,2001,CA, California,Masters Total,10624
18086,2001,CA, California,Other Total,12169
18087,2001,CA, California,PhD Total,541
18088,2001,CA, California,SPED Total,411
18089,2001,CA, California,State Total,15285
18090,2001,CA, California,STEM Total,463
18104,2001,CO,Colorado,Bachelor Total,47
18105,2001,CO,Colorado,Elementary Total,116
18106,2001,CO,Colorado,Masters Total,1595
18107,2001,CO,Colorado,Other Total,1317
18108,2001,CO,Colorado,PhD Total,97
18109,2001,CO,Colorado,SPED Total,272
18110,2001,CO,Colorado,State Total,1739
18111,2001,CO,Colorado,STEM Total,34
18125,2001,CT,Connecticut,Bachelor Total,511
18126,2001,CT,Connecticut,Elementary Total,614
18127,2001,CT,Connecticut,Masters Total,2220
18128,2001,CT,Connecticut,Other Total,1701
18129,2001,CT,Connecticut,PhD Total,39
18130,2001,CT,Connecticut,SPED Total,337
18131,2001,CT,Connecticut,State Total,2770
18132,2001,CT,Connecticut,STEM Total,118
18146,2001,DE,Delaware,Bachelor Total,469
18147,2001,DE,Delaware,Elementary Total,386
18148,2001,DE,Delaware,Masters Total,489
18149,2001,DE,Delaware,Other Total,547
18150,2001,DE,Delaware,PhD Total,47
18151,2001,DE,Delaware,SPED Total,55
18152,2001,DE,Delaware,State Total,1005
18153,2001,DE,Delaware,STEM Total,17
18167,2001,FL,Florida,Bachelor Total,4961
18168,2001,FL,Florida,Elementary Total,3978
18169,2001,FL,Florida,Masters Total,4346
18170,2001,FL,Florida,Other Total,4001
18171,2001,FL,Florida,PhD Total,601
18172,2001,FL,Florida,SPED Total,1298
18173,2001,FL,Florida,State Total,9908
18174,2001,FL,Florida,STEM Total,631
18188,2001,GA,Georgia,Bachelor Total,3317
18189,2001,GA,Georgia,Elementary Total,2190
18190,2001,GA,Georgia,Masters Total,2992
18191,2001,GA,Georgia,Other Total,3280
18192,2001,GA,Georgia,PhD Total,172
18193,2001,GA,Georgia,SPED Total,574
18194,2001,GA,Georgia,State Total,6481
18195,2001,GA,Georgia,STEM Total,437
18209,2001,HI,Hawaii,Bachelor Total,299
18210,2001,HI,Hawaii,Elementary Total,101
18211,2001,HI,Hawaii,Masters Total,258
18212,2001,HI,Hawaii,Other Total,319
18213,2001,HI,Hawaii,PhD Total,9
18214,2001,HI,Hawaii,SPED Total,90
18215,2001,HI,Hawaii,State Total,566
18216,2001,HI,Hawaii,STEM Total,56
18230,2001,IA,Iowa,Bachelor Total,2339
18231,2001,IA,Iowa,Elementary Total,1652
18232,2001,IA,Iowa,Masters Total,755
18233,2001,IA,Iowa,Other Total,1189
18234,2001,IA,Iowa,PhD Total,100
18235,2001,IA,Iowa,SPED Total,130
18236,2001,IA,Iowa,State Total,3194
18237,2001,IA,Iowa,STEM Total,223
18251,2001,ID,Idaho,Bachelor Total,797
18252,2001,ID,Idaho,Elementary Total,435
18253,2001,ID,Idaho,Masters Total,397
18254,2001,ID,Idaho,Other Total,686
18255,2001,ID,Idaho,PhD Total,38
18256,2001,ID,Idaho,SPED Total,36
18257,2001,ID,Idaho,State Total,1232
18258,2001,ID,Idaho,STEM Total,75
18272,2001,IL,Illinois,Bachelor Total,6381
18273,2001,IL,Illinois,Elementary Total,3884
18274,2001,IL,Illinois,Masters Total,7355
18275,2001,IL,Illinois,Other Total,7663
18276,2001,IL,Illinois,PhD Total,281
18277,2001,IL,Illinois,SPED Total,1212
18278,2001,IL,Illinois,State Total,14017
18279,2001,IL,Illinois,STEM Total,1258
18293,2001,IN,Indiana,Bachelor Total,4091
18294,2001,IN,Indiana,Elementary Total,2561
18295,2001,IN,Indiana,Masters Total,1900
18296,2001,IN,Indiana,Other Total,3061
18297,2001,IN,Indiana,PhD Total,163
18298,2001,IN,Indiana,SPED Total,286
18299,2001,IN,Indiana,State Total,6154
18300,2001,IN,Indiana,STEM Total,246
18314,2001,KS,Kansas,Bachelor Total,1634
18315,2001,KS,Kansas,Elementary Total,1168
18316,2001,KS,Kansas,Masters Total,1475
18317,2001,KS,Kansas,Other Total,1730
18318,2001,KS,Kansas,PhD Total,88
18319,2001,KS,Kansas,SPED Total,228
18320,2001,KS,Kansas,State Total,3197
18321,2001,KS,Kansas,STEM Total,71
18335,2001,KY,Kentucky,Bachelor Total,1873
18336,2001,KY,Kentucky,Elementary Total,1480
18337,2001,KY,Kentucky,Masters Total,1928
18338,2001,KY,Kentucky,Other Total,1944
18339,2001,KY,Kentucky,PhD Total,57
18340,2001,KY,Kentucky,SPED Total,273
18341,2001,KY,Kentucky,State Total,3858
18342,2001,KY,Kentucky,STEM Total,161
18356,2001,LA,Louisiana,Bachelor Total,2320
18357,2001,LA,Louisiana,Elementary Total,1176
18358,2001,LA,Louisiana,Masters Total,1426
18359,2001,LA,Louisiana,Other Total,2341
18360,2001,LA,Louisiana,PhD Total,83
18361,2001,LA,Louisiana,SPED Total,225
18362,2001,LA,Louisiana,State Total,3829
18363,2001,LA,Louisiana,STEM Total,87
18377,2001,MA,Massachusetts,Bachelor Total,1704
18378,2001,MA,Massachusetts,Elementary Total,1314
18379,2001,MA,Massachusetts,Masters Total,7552
18380,2001,MA,Massachusetts,Other Total,6500
18381,2001,MA,Massachusetts,PhD Total,176
18382,2001,MA,Massachusetts,SPED Total,766
18383,2001,MA,Massachusetts,State Total,9432
18384,2001,MA,Massachusetts,STEM Total,852
18398,2001,MD,Maryland,Bachelor Total,1413
18399,2001,MD,Maryland,Elementary Total,1031
18400,2001,MD,Maryland,Masters Total,2419
18401,2001,MD,Maryland,Other Total,2432
18402,2001,MD,Maryland,PhD Total,48
18403,2001,MD,Maryland,SPED Total,343
18404,2001,MD,Maryland,State Total,3880
18405,2001,MD,Maryland,STEM Total,74
18419,2001,ME,Maine,Bachelor Total,639
18420,2001,ME,Maine,Elementary Total,419
18421,2001,ME,Maine,Masters Total,476
18422,2001,ME,Maine,Other Total,559
18423,2001,ME,Maine,PhD Total,7
18424,2001,ME,Maine,SPED Total,94
18425,2001,ME,Maine,State Total,1122
18426,2001,ME,Maine,STEM Total,50
18440,2001,MI,Michigan,Bachelor Total,4282
18441,2001,MI,Michigan,Elementary Total,2492
18442,2001,MI,Michigan,Masters Total,6303
18443,2001,MI,Michigan,Other Total,6609
18444,2001,MI,Michigan,PhD Total,168
18445,2001,MI,Michigan,SPED Total,931
18446,2001,MI,Michigan,State Total,10753
18447,2001,MI,Michigan,STEM Total,721
18461,2001,MN,Minnesota,Bachelor Total,2789
18462,2001,MN,Minnesota,Elementary Total,1566
18463,2001,MN,Minnesota,Masters Total,3206
18464,2001,MN,Minnesota,Other Total,4004
